"Domaine de formation","Canton de l'entreprise formatrice","Type de formation","Mode d'enseignement","Sexe","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"Culture et élevage","Schwyz","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Culture et élevage","Schwyz","CFC","Dual","Sexe - total",73,64,73,72,78,70,87,79,82,81
"Culture et élevage","Schwyz","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Culture et élevage","Schwyz","AFP","Dual","Sexe - total",4,4,3,5,1,3,2,2,5,3
"Culture et élevage","Obwalden","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Culture et élevage","Obwalden","CFC","Dual","Sexe - total",23,27,31,22,26,33,35,28,28,25
"Culture et élevage","Obwalden","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Culture et élevage","Obwalden","AFP","Dual","Sexe - total",1,0,0,3,2,0,0,2,3,1
"Culture et élevage","Nidwalden","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Culture et élevage","Nidwalden","CFC","Dual","Sexe - total",18,16,15,17,18,14,14,19,22,15
"Culture et élevage","Nidwalden","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Culture et élevage","Nidwalden","AFP","Dual","Sexe - total",3,1,0,1,1,2,3,1,1,1
"Culture et élevage","Glarus","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Culture et élevage","Glarus","CFC","Dual","Sexe - total",0,0,1,0,1,1,1,0,0,1
"Culture et élevage","Glarus","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Culture et élevage","Glarus","AFP","Dual","Sexe - total",0,1,1,1,2,1,0,0,0,1
"Culture et élevage","Zug","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Culture et élevage","Zug","CFC","Dual","Sexe - total",55,55,55,53,64,62,70,62,67,69
"Culture et élevage","Zug","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Culture et élevage","Zug","AFP","Dual","Sexe - total",4,4,3,2,0,2,1,3,3,6
"Culture et élevage","Fribourg / Freiburg","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Culture et élevage","Fribourg / Freiburg","CFC","Dual","Sexe - total",255,280,298,275,264,302,316,327,318,322
"Culture et élevage","Fribourg / Freiburg","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Culture et élevage","Fribourg / Freiburg","AFP","Dual","Sexe - total",18,17,17,18,11,11,11,15,11,10
"Culture et élevage","Solothurn","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Culture et élevage","Solothurn","CFC","Dual","Sexe - total",120,113,123,125,128,125,137,134,138,109
"Culture et élevage","Solothurn","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Culture et élevage","Solothurn","AFP","Dual","Sexe - total",8,9,10,8,4,4,6,12,9,10
"Culture et élevage","Basel-Stadt","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Culture et élevage","Basel-Stadt","CFC","Dual","Sexe - total",16,13,8,13,12,16,17,21,19,15
"Culture et élevage","Basel-Stadt","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Culture et élevage","Basel-Stadt","AFP","Dual","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Culture et élevage","Basel-Landschaft","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Culture et élevage","Basel-Landschaft","CFC","Dual","Sexe - total",63,65,67,65,56,66,70,70,81,64
"Culture et élevage","Basel-Landschaft","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Culture et élevage","Basel-Landschaft","AFP","Dual","Sexe - total",9,5,8,12,6,7,3,6,5,8
"Culture et élevage","Schaffhausen","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Culture et élevage","Schaffhausen","CFC","Dual","Sexe - total",41,25,31,32,29,29,26,32,27,25
"Culture et élevage","Schaffhausen","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Culture et élevage","Schaffhausen","AFP","Dual","Sexe - total",2,3,2,2,2,1,2,3,5,5
"Culture et élevage","Appenzell Ausserrhoden","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Culture et élevage","Appenzell Ausserrhoden","CFC","Dual","Sexe - total",25,20,22,19,17,22,23,26,30,29
"Culture et élevage","Appenzell Ausserrhoden","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Culture et élevage","Appenzell Ausserrhoden","AFP","Dual","Sexe - total",4,2,1,1,3,3,0,2,4,4
"Culture et élevage","Appenzell Innerrhoden","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Culture et élevage","Appenzell Innerrhoden","CFC","Dual","Sexe - total",9,7,11,12,13,14,17,23,21,16
"Culture et élevage","Appenzell Innerrhoden","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Culture et élevage","Appenzell Innerrhoden","AFP","Dual","Sexe - total",1,2,1,0,1,0,2,1,0,0
"Culture et élevage","St. Gallen","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Culture et élevage","St. Gallen","CFC","Dual","Sexe - total",269,262,275,262,261,290,290,330,313,280
"Culture et élevage","St. Gallen","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Culture et élevage","St. Gallen","AFP","Dual","Sexe - total",15,19,12,15,13,12,13,6,6,14
"Culture et élevage","Graubünden / Grigioni / Grischun","CFC","Plein temps en école","Sexe - total",0,0,0,1,0,0,0,0,0,0
"Culture et élevage","Graubünden / Grigioni / Grischun","CFC","Dual","Sexe - total",162,173,174,161,147,152,158,176,195,226
"Culture et élevage","Graubünden / Grigioni / Grischun","AFP","Plein temps en école","Sexe - total",0,0,0,1,0,0,0,0,0,0
"Culture et élevage","Graubünden / Grigioni / Grischun","AFP","Dual","Sexe - total",15,17,20,19,15,9,11,16,19,15
"Culture et élevage","Aargau","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Culture et élevage","Aargau","CFC","Dual","Sexe - total",149,147,169,172,161,156,169,179,177,212
"Culture et élevage","Aargau","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Culture et élevage","Aargau","AFP","Dual","Sexe - total",21,18,19,18,18,20,16,14,23,15
"Culture et élevage","Thurgau","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Culture et élevage","Thurgau","CFC","Dual","Sexe - total",214,220,206,180,166,168,172,168,180,174
"Culture et élevage","Thurgau","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Culture et élevage","Thurgau","AFP","Dual","Sexe - total",19,14,19,19,11,10,7,14,14,18
"Culture et élevage","Ticino","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Culture et élevage","Ticino","CFC","Dual","Sexe - total",60,56,61,67,59,58,52,49,54,51
"Culture et élevage","Ticino","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Culture et élevage","Ticino","AFP","Dual","Sexe - total",19,15,15,20,23,22,20,22,22,21
"Culture et élevage","Vaud","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Culture et élevage","Vaud","CFC","Dual","Sexe - total",315,329,334,338,339,307,328,325,332,337
"Culture et élevage","Vaud","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Culture et élevage","Vaud","AFP","Dual","Sexe - total",15,11,12,11,8,9,8,13,9,14
"Culture et élevage","Valais / Wallis","CFC","Plein temps en école","Sexe - total",0,10,14,8,0,0,0,0,0,0
"Culture et élevage","Valais / Wallis","CFC","Dual","Sexe - total",86,85,92,91,97,101,114,112,115,107
"Culture et élevage","Valais / Wallis","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Culture et élevage","Valais / Wallis","AFP","Dual","Sexe - total",3,1,2,7,6,3,0,4,4,5
"Culture et élevage","Neuchâtel","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Culture et élevage","Neuchâtel","CFC","Dual","Sexe - total",61,78,80,81,80,96,94,103,101,97
"Culture et élevage","Neuchâtel","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Culture et élevage","Neuchâtel","AFP","Dual","Sexe - total",3,3,4,4,4,3,1,6,5,3
"Culture et élevage","Genève","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Culture et élevage","Genève","CFC","Dual","Sexe - total",37,40,38,39,41,37,43,41,57,47
"Culture et élevage","Genève","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Culture et élevage","Genève","AFP","Dual","Sexe - total",2,2,2,2,2,1,2,3,1,1
"Culture et élevage","Jura","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Culture et élevage","Jura","CFC","Dual","Sexe - total",71,61,59,59,62,67,60,62,72,68
"Culture et élevage","Jura","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Culture et élevage","Jura","AFP","Dual","Sexe - total",5,2,3,4,3,5,7,2,3,7
"Horticulture","Suisse","CFC","Plein temps en école","Sexe - total",263,260,253,250,260,250,229,219,210,220
"Horticulture","Suisse","CFC","Dual","Sexe - total",2881,2828,2687,2651,2540,2494,2594,2577,2447,2377
"Horticulture","Suisse","AFP","Plein temps en école","Sexe - total",41,38,42,49,63,61,61,68,55,48
"Horticulture","Suisse","AFP","Dual","Sexe - total",420,421,407,426,510,488,457,417,398,376
"Horticulture","Zürich","CFC","Plein temps en école","Sexe - total",1,0,0,0,0,0,0,0,0,0
"Horticulture","Zürich","CFC","Dual","Sexe - total",415,387,379,401,406,394,388,405,366,369
"Horticulture","Zürich","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Horticulture","Zürich","AFP","Dual","Sexe - total",67,84,81,71,93,96,92,94,95,84
"Horticulture","Bern / Berne","CFC","Plein temps en école","Sexe - total",77,74,73,58,64,65,75,73,62,61
"Horticulture","Bern / Berne","CFC","Dual","Sexe - total",524,527,498,463,437,436,464,445,430,442
"Horticulture","Bern / Berne","AFP","Plein temps en école","Sexe - total",23,20,24,24,30,27,28,26,24,17
"Horticulture","Bern / Berne","AFP","Dual","Sexe - total",48,42,42,62,71,66,60,51,45,47
"Horticulture","Luzern","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Horticulture","Luzern","CFC","Dual","Sexe - total",168,159,153,144,157,142,149,149,144,146
"Horticulture","Luzern","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Horticulture","Luzern","AFP","Dual","Sexe - total",19,23,21,21,17,28,18,19,18,20
"Horticulture","Uri","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Horticulture","Uri","CFC","Dual","Sexe - total",17,21,26,28,24,27,21,22,24,32
"Horticulture","Uri","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Horticulture","Uri","AFP","Dual","Sexe - total",1,0,0,0,0,2,1,0,3,3
"Horticulture","Schwyz","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Horticulture","Schwyz","CFC","Dual","Sexe - total",36,31,25,26,30,27,38,28,34,34
"Horticulture","Schwyz","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Horticulture","Schwyz","AFP","Dual","Sexe - total",3,6,7,9,10,8,5,4,3,4
"Horticulture","Obwalden","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Horticulture","Obwalden","CFC","Dual","Sexe - total",18,18,16,11,13,18,22,19,14,19
"Horticulture","Obwalden","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Horticulture","Obwalden","AFP","Dual","Sexe - total",3,2,3,2,4,2,1,1,1,1
"Horticulture","Nidwalden","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Horticulture","Nidwalden","CFC","Dual","Sexe - total",14,13,10,13,13,14,17,14,14,12
"Horticulture","Nidwalden","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Horticulture","Nidwalden","AFP","Dual","Sexe - total",0,0,0,0,1,1,0,0,0,0
"Horticulture","Glarus","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Horticulture","Glarus","CFC","Dual","Sexe - total",14,13,12,11,9,11,11,11,14,12
"Horticulture","Glarus","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Horticulture","Glarus","AFP","Dual","Sexe - total",1,2,1,1,4,3,3,1,2,2
"Horticulture","Zug","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Horticulture","Zug","CFC","Dual","Sexe - total",36,40,37,41,32,35,33,28,27,33
"Horticulture","Zug","AFP","Plein temps en école","Sexe - total",0,0,1,0,0,0,0,0,0,0
"Horticulture","Zug","AFP","Dual","Sexe - total",5,4,5,4,8,7,5,2,2,3
"Horticulture","Fribourg / Freiburg","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Horticulture","Fribourg / Freiburg","CFC","Dual","Sexe - total",126,125,111,111,114,108,126,127,120,107
"Horticulture","Fribourg / Freiburg","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Horticulture","Fribourg / Freiburg","AFP","Dual","Sexe - total",24,20,19,28,27,29,26,31,22,22
"Horticulture","Solothurn","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Horticulture","Solothurn","CFC","Dual","Sexe - total",75,76,66,61,56,54,55,53,52,67
"Horticulture","Solothurn","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Horticulture","Solothurn","AFP","Dual","Sexe - total",16,15,9,5,20,14,13,15,8,9
"Horticulture","Basel-Stadt","CFC","Plein temps en école","Sexe - total",13,15,16,16,14,17,18,16,18,18
"Horticulture","Basel-Stadt","CFC","Dual","Sexe - total",19,21,20,19,19,24,26,22,21,18
"Horticulture","Basel-Stadt","AFP","Plein temps en école","Sexe - total",7,6,5,7,9,5,6,7,6,6
"Horticulture","Basel-Stadt","AFP","Dual","Sexe - total",10,14,13,12,12,7,10,9,9,7
"Horticulture","Basel-Landschaft","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,1
"Horticulture","Basel-Landschaft","CFC","Dual","Sexe - total",109,103,94,95,95,82,91,87,90,76
"Horticulture","Basel-Landschaft","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Horticulture","Basel-Landschaft","AFP","Dual","Sexe - total",24,18,17,19,19,20,15,16,9,19
"Horticulture","Schaffhausen","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Horticulture","Schaffhausen","CFC","Dual","Sexe - total",28,28,30,27,23,19,22,23,24,19
"Horticulture","Schaffhausen","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Horticulture","Schaffhausen","AFP","Dual","Sexe - total",5,2,4,6,8,13,11,4,5,4
"Horticulture","Appenzell Ausserrhoden","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Horticulture","Appenzell Ausserrhoden","CFC","Dual","Sexe - total",13,15,14,14,13,12,14,18,14,18
"Horticulture","Appenzell Ausserrhoden","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Horticulture","Appenzell Ausserrhoden","AFP","Dual","Sexe - total",4,3,7,8,5,4,5,5,6,1
"Horticulture","Appenzell Innerrhoden","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Horticulture","Appenzell Innerrhoden","CFC","Dual","Sexe - total",2,4,2,2,3,2,2,0,0,1
"Horticulture","Appenzell Innerrhoden","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Horticulture","Appenzell Innerrhoden","AFP","Dual","Sexe - total",1,0,0,0,0,0,0,0,0,0
"Horticulture","St. Gallen","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Horticulture","St. Gallen","CFC","Dual","Sexe - total",152,158,175,184,162,156,162,143,141,141
"Horticulture","St. Gallen","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Horticulture","St. Gallen","AFP","Dual","Sexe - total",25,26,23,22,19,19,15,14,13,18
"Horticulture","Graubünden / Grigioni / Grischun","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Horticulture","Graubünden / Grigioni / Grischun","CFC","Dual","Sexe - total",38,46,41,32,39,38,34,34,29,20
"Horticulture","Graubünden / Grigioni / Grischun","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Horticulture","Graubünden / Grigioni / Grischun","AFP","Dual","Sexe - total",5,7,11,11,10,6,6,5,2,5
"Horticulture","Aargau","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Horticulture","Aargau","CFC","Dual","Sexe - total",237,222,203,194,171,188,182,202,167,113
"Horticulture","Aargau","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Horticulture","Aargau","AFP","Dual","Sexe - total",38,39,35,43,51,52,49,45,43,37
"Horticulture","Thurgau","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Horticulture","Thurgau","CFC","Dual","Sexe - total",121,120,109,110,97,95,98,108,113,108
"Horticulture","Thurgau","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Horticulture","Thurgau","AFP","Dual","Sexe - total",25,19,20,15,21,21,25,19,15,16
"Horticulture","Ticino","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Horticulture","Ticino","CFC","Dual","Sexe - total",146,151,123,123,120,124,128,125,125,131
"Horticulture","Ticino","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Horticulture","Ticino","AFP","Dual","Sexe - total",21,17,24,20,22,15,24,27,26,24
"Horticulture","Vaud","CFC","Plein temps en école","Sexe - total",1,4,0,0,0,0,0,0,0,0
"Horticulture","Vaud","CFC","Dual","Sexe - total",306,284,287,282,259,241,252,256,248,232
"Horticulture","Vaud","AFP","Plein temps en école","Sexe - total",0,1,1,0,0,0,0,0,0,0
"Horticulture","Vaud","AFP","Dual","Sexe - total",29,29,25,32,37,30,33,15,30,22
"Horticulture","Valais / Wallis","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Horticulture","Valais / Wallis","CFC","Dual","Sexe - total",87,84,76,78,72,77,73,75,68,51
"Horticulture","Valais / Wallis","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Horticulture","Valais / Wallis","AFP","Dual","Sexe - total",12,15,14,5,11,8,8,13,11,4
"Horticulture","Neuchâtel","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Horticulture","Neuchâtel","CFC","Dual","Sexe - total",61,62,59,59,70,69,69,60,52,48
"Horticulture","Neuchâtel","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Horticulture","Neuchâtel","AFP","Dual","Sexe - total",9,13,11,11,11,9,10,9,6,5
"Horticulture","Genève","CFC","Plein temps en école","Sexe - total",171,167,164,176,182,168,136,130,130,140
"Horticulture","Genève","CFC","Dual","Sexe - total",83,85,86,92,84,80,94,94,92,104
"Horticulture","Genève","AFP","Plein temps en école","Sexe - total",11,11,11,18,24,29,27,35,25,25
"Horticulture","Genève","AFP","Dual","Sexe - total",24,20,15,17,27,28,22,18,21,13
"Horticulture","Jura","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Horticulture","Jura","CFC","Dual","Sexe - total",36,35,35,30,22,21,23,29,24,24
"Horticulture","Jura","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Horticulture","Jura","AFP","Dual","Sexe - total",1,1,0,2,2,0,0,0,3,6
"Sylviculture","Suisse","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
