"No. SD"	"Nom F"	"SB-Code"	"Créé le"	"Modifié le"
"0.520.6.2"	"Technologue en emballage (orientation Carton) CFC, abr. 2007"	""	"27.09.2005"	"07.12.2022"	
"0.520.6.0"	"Technologue en emballage CFC"	""	"04.11.1991"	"13.09.2021"	
"0.530.0.0"	"Imprimerie, arts graphiques"	""	"29.10.1991"	"02.02.2010"	
"0.530.1.0"	"Imprimerie, arts graphiques (divers)"	""	"26.01.2011"	""	
"0.532.0.0"	"Prépresse"	""	"17.06.1996"	"16.11.2001"	
"0.532.7.3"	"Compositeur/trice-typographe (CFC), abr. 2002"	""	"11.12.2003"	"01.03.2006"	
"0.532.5.0"	"Correcteur/trice (BF)"	""	""	"13.01.2005"	
"0.532.13.0"	"Graveur/euse en héliogravure électronique (CFC), abr. 2015"	""	"04.11.1991"	"17.11.2014"	
"0.532.7.5"	"Lithographe (CFC), abr. 2002"	""	"11.12.2003"	"19.08.2010"	
"0.532.14.0"	"Opérateur/trice prépresse"	""	"07.04.2000"	"13.01.2005"	
"0.532.3.0"	"Photographe de laboratoire (CFC), abr. 2013"	""	"04.11.1991"	"15.01.2013"	
"0.532.7.9"	"Polygraphe (domaine spécifique Médias imprimés) CFC, abr. 2022"	""	"07.07.2015"	"13.07.2021"	
"0.532.7.10"	"Polygraphe (domaine spécifique Médias interactifs) CFC, abr. 2022"	""	"07.07.2015"	"13.07.2021"	
"0.532.7.7"	"Polygraphe (orientation Conception de médias) CFC, abr. 2014"	""	"21.09.2006"	"15.01.2014"	
"0.532.7.8"	"Polygraphe (orientation Production des médias) CFC, abr. 2014"	""	"21.09.2006"	"15.01.2014"	
"0.532.7.0"	"Polygraphe CFC"	""	"04.11.1991"	"13.07.2021"	
"0.532.18.0"	"Prépresse (divers)"	""	"26.01.2011"	""	
"0.532.7.4"	"Retoucheur/euse (CFC), abr. 2002"	""	"11.12.2003"	"19.08.2010"	
"0.532.9.0"	"Techno-polygraphe (BF)"	""	"04.11.1991"	"10.10.2012"	
"0.532.7.1"	"Typographe (CFC), abr. 2002"	""	"11.12.2003"	"27.05.2019"	
"0.532.15.0"	"Typographe pour la communication visuelle (BF)"	""	"20.01.2004"	"16.05.2019"	
"0.532.9.1"	"Typographe sur système (BF), abr. 1995"	""	"11.12.2003"	"21.02.2006"	
"0.532.15.2"	"Typographiste pour la communication visuelle (BF), abr. 2019"	""	"23.01.2019"	"16.05.2019"	
"0.533.0.0"	"Techniques d'impression"	""	"29.10.1991"	"10.09.1996"	
"0.533.3.5"	"Flexographe CFC, abr. 2021"	""	"26.11.2019"	"02.10.2020"	
"0.533.2.5"	"Imprimeur/euse (CFC), abr. 2001"	""	"11.12.2003"	"14.02.2006"	
"0.533.3.0"	"Imprimeur/euse d’emballage CFC"	""	"04.11.1991"	"02.10.2020"	
"0.533.2.2"	"Imprimeur/euse offset (CFC), abr. 2002"	""	"11.12.2003"	"19.08.2010"	
"0.533.2.3"	"Imprimeur/euse petite offset (CFC), abr. 2002"	""	"11.12.2003"	"19.08.2010"	
"0.533.2.20"	"Reprographe (CFC), abr. 2009"	""	"14.01.2009"	"22.01.2009"	
"0.533.2.19"	"Sérigraphe (CFC), abr. 2009"	""	"14.01.2009"	"22.01.2009"	
"0.533.7.1"	"Spécialiste en impression (BF), abr. 2012"	""	"10.07.2012"	"10.07.2012"	
"0.533.7.0"	"Spécialiste en impression et emballage (BF)"	""	"19.08.2002"	"10.07.2012"	
"0.533.10.0"	"Techniques d'impression (divers)"	""	"26.01.2011"	""	
"0.533.2.13"	"Techno-imprimeur/euse (orientation Héliogravure) (CFC), abr. 2009"	""	"27.09.2005"	"23.10.2018"	
"0.533.2.11"	"Techno-imprimeur/euse (orientation Impression d'étiquettes) (CFC), abr. 2009"	""	"27.09.2005"	"15.05.2009"	
"0.533.2.12"	"Techno-imprimeur/euse (orientation Impression de formulaires) (CFC), abr. 2009"	""	"27.09.2005"	"23.10.2018"	
"0.533.2.9"	"Techno-imprimeur/euse (orientation Impression numérique) (CFC), abr. 2009"	""	"27.09.2005"	"23.10.2018"	
"0.533.2.10"	"Techno-imprimeur/euse (orientation Impression sur métal) (CFC), abr. 2009"	""	"27.09.2005"	"23.10.2018"	
"0.533.2.7"	"Techno-imprimeur/euse (orientation Offset à feuilles (format minimum A-3)) (CFC), abr. 2009"	""	"27.09.2005"	"26.06.2012"	
"0.533.2.8"	"Techno-imprimeur/euse (orientation Rotative périodiques et journaux) (CFC), abr. 2009"	""	"27.09.2005"	"23.10.2018"	
"0.533.2.17"	"Technologue en impression (orientation Impression feuilles) CFC, abr. 2019"	""	"14.01.2009"	"30.10.2018"	
"0.533.2.18"	"Technologue en impression (orientation Impression rotative) CFC, abr. 2019"	""	"14.01.2009"	"30.10.2018"	
"0.533.2.16"	"Technologue en impression (orientation Reprographie) CFC, abr. 2019"	""	"14.01.2009"	"30.10.2018"	
"0.533.2.15"	"Technologue en impression (orientation Sérigraphie) CFC, abr. 2019"	""	"14.01.2009"	"31.10.2018"	
"0.533.2.21"	"Technologue en impression CFC, abr. 2019"	""	"19.06.2017"	"30.10.2018"	
"0.533.2.22"	"Technologue en médias (Impression) CFC"	""	"19.06.2017"	"30.10.2018"	
"0.533.2.23"	"Technologue en médias (Sérigraphie) CFC"	""	"19.06.2017"	"30.10.2018"	
"0.533.2.24"	"Technologue en médias (Technique printmédia) CFC"	""	"19.06.2017"	"30.10.2018"	
"0.533.2.0"	"Technologue en médias CFC"	""	"17.07.2001"	"30.10.2018"	
"0.534.0.0"	"Finition, façonnage (industrie graphique)"	""	"29.10.1991"	"02.02.2010"	
"0.534.9.2"	"Assistant/e en médias imprimés (Façonnage et production de matériel d’emballage) AFP"	""	"04.12.2023"	"25.07.2024"	
"0.534.9.1"	"Assistant/e en médias imprimés (Impression) AFP"	""	"04.12.2023"	"25.07.2024"	
"0.534.9.3"	"Assistant/e en médias imprimés (Techniques publicitaires) AFP"	""	"04.12.2023"	"25.07.2024"	
"0.534.9.0"	"Assistant/e en médias imprimés AFP"	""	"11.10.2010"	"25.07.2024"	
"0.534.11.1"	"Faconneur/euse de produits imprimés (CFC), abr. 2006"	""	"02.09.2021"	"10.09.2021"	
"0.534.11.0"	"Façonneur/euse de produits imprimés CFC"	""	"02.09.2021"	"02.09.2021"	
"0.534.10.0"	"Finition, façonnage (industrie graphique) (divers)"	""	"26.01.2011"	""	
"0.534.11.2"	"Opérateur/trice de médias imprimés (orientation Façonnage de produits imprimés) CFC, abr. 2022"	""	"02.09.2021"	"02.09.2021"	
"0.534.8.4"	"Opérateur/trice de médias imprimés (orientation Reliure artisanale) CFC, abr. 2022"	""	"22.02.2006"	"02.09.2021"	
"0.534.8.3"	"Opérateur/trice de médias imprimés (orientation Reliure technique) CFC, abr. 2022"	""	"22.02.2006"	"02.09.2021"	
"0.534.8.5"	"Opérateur/trice de médias imprimés (orientation Technologie d'expédition) CFC, abr. 2022"	""	"22.02.2006"	"02.09.2021"	
"0.534.8.7"	"Opérateur/trice de médias imprimés CFC, abr. 2022"	""	"19.06.2017"	"02.09.2021"	
"0.534.8.1"	"Relieur/euse (CFC), abr. 2006"	""	"25.01.2006"	"26.11.2010"	
"0.534.2.1"	"Spécialiste d'exploitation en finition des imprimés (BF), abr. 2012"	""	"25.04.2012"	"25.04.2012"	
"0.534.2.0"	"Spécialiste en finition de médias imprimés (BF)"	""	"21.10.1999"	"25.04.2012"	
"0.534.8.14"	"Technologue en reliure (Artisanat) CFC"	""	"21.08.2017"	"03.09.2021"	
"0.534.8.13"	"Technologue en reliure (Industrie) CFC"	""	"21.08.2017"	"03.09.2021"	
"0.534.8.0"	"Technologue en reliure CFC"	""	"28.11.2005"	"02.09.2021"	
"0.535.0.0"	"Cadres (industrie graphique)"	""	"29.10.1991"	"03.02.2010"	
"0.535.2.2"	"Agent/e commercial/e de l'imprimerie (BF), abr. 2023"	""	"28.06.2023"	"07.11.2023"	
"0.535.2.0"	"Agent/e commercial/e de l'imprimerie et des médias (BF)"	""	"04.11.1991"	"28.11.2023"	
"0.535.8.0"	"Cadres (industrie graphique) (divers)"	""	"26.01.2011"	""	
"0.535.4.3"	"Ingénieur/e HES COMEM"	""	"03.03.2005"	"09.09.2005"	
"0.535.4.0"	"Ingénieur/e HES des médias"	""	"17.07.2001"	"12.08.2010"	
"0.535.4.2"	"Ingénieur/e HES en imprimerie/industrie graphique"	""	"11.12.2003"	"12.08.2010"	
"0.535.4.1"	"Ingénieur/e HES en management de la communication"	""	"11.12.2003"	"22.03.2013"	
"0.535.3.3"	"Maître relieur/euse (DF), abr. 2010"	""	"06.12.2010"	"19.02.2015"	
"0.535.7.0"	"Manager dipl. ES en médias"	""	"07.06.2005"	"20.07.2022"	
"0.535.3.0"	"Manager en publications (DF)"	""	"02.10.2002"	"01.09.2009"	
"0.535.3.2"	"Spécialiste dipl. de l'industrie graphique et de l'emballage (DF), abr. 2009"	""	"01.09.2009"	"07.09.2009"	
"0.535.7.3"	"Technicien/ne dipl. ES de l'industrie graphique, abr."	""	"17.08.2011"	"20.04.2020"	
"0.535.7.6"	"Technicien/ne dipl. ES des médias (spécialisation Multimédia), abr. 2022"	""	"17.08.2011"	"07.12.2022"	
"0.535.7.5"	"Technicien/ne dipl. ES des médias (spécialisation Polygraphie), abr. 2022"	""	"17.08.2011"	"07.12.2022"	
"0.535.7.9"	"Technicien/ne dipl. ES des médias, abr. 2022"	""	"21.12.2021"	"20.07.2022"	
"0.535.7.8"	"Technicien/ne dipl. ES en gestion du multimédia, abr."	""	"20.09.2021"	"20.09.2021"	
"0.535.7.4"	"Technicien/ne dipl. ES en gestion et management des médias, abr."	""	"17.08.2011"	"20.04.2020"	
"0.535.7.1"	"Technicien/ne dipl. ES en technique polygraphique, abr."	""	"17.08.2011"	"20.04.2020"	
"0.535.7.7"	"Technicien/ne en gestion et management des médias dipl. ES, abr."	""	"20.09.2021"	"20.09.2021"	
"0.540.0.0"	"Biologie, chimie"	""	"29.10.1991"	"18.02.2009"	
"0.540.20.0"	"Agent/e en production chimique et pharmaceutique AFP"	""	"14.02.2018"	"15.05.2018"	
"0.540.12.0"	"Aromaticien/ne parfumeur/euse"	""	"04.11.1991"	"21.07.2015"	
"0.540.2.4"	"Bactériologiste"	""	"11.12.2003"	"18.02.2009"	
"0.540.5.0"	"Biochimiste (U)"	""	"04.11.1991"	"18.02.2009"	
"0.540.18.0"	"Biologie, chimie (divers)"	""	"26.01.2011"	""	
"0.540.2.0"	"Biologiste (U)"	""	""	"18.02.2009"	
"0.540.2.5"	"Biologiste moléculaire"	""	"11.12.2003"	"18.02.2009"	
"0.540.2.1"	"Botaniste"	""	"11.12.2003"	"18.02.2009"	
"0.540.7.0"	"Chimiste (U)"	""	"05.11.1991"	"18.02.2009"	
"0.540.17.1"	"Chimiste HES"	""	"11.12.2003"	"12.08.2010"	
"0.540.10.0"	"Conducteur/trice d'appareils dans l'industrie chimique (CFC), abr. 2011"	""	"05.11.1991"	"04.12.2013"	
"0.540.1.2"	"Entomologiste"	""	"11.12.2003"	"18.02.2009"	
"0.540.2.3"	"Généticien/ne"	""	"11.12.2003"	"18.02.2009"	
"0.540.9.0"	"Ingénieur/e chimiste (U)"	""	"04.11.1991"	"18.02.2009"	
"0.540.19.0"	"Ingénieur/e en sciences du vivant (U)"	""	"21.09.2015"	"10.05.2023"	
"0.540.3.0"	"Ingénieur/e HES en biotechnologie"	""	"04.11.1991"	"18.02.2009"	
"0.540.17.0"	"Ingénieur/e HES en chimie"	""	"05.11.1991"	"12.08.2010"	
"0.540.22.1"	"Ingénieur/e HES en Life Sciences"	""	"10.05.2023"	"10.05.2023"	
"0.540.22.0"	"Ingénieur/e HES en sciences de la vie (chimie, nature, alimentation)"	""	"10.05.2023"	"10.05.2023"	
"0.540.4.1"	"Laborant/ine en biologie dipl. (agro et pharmabiologie) (DF), abr. 2003"	""	"11.12.2003"	"18.02.2009"	
"0.540.4.2"	"Laborant/ine en chimie dipl. (DF), abr. 2003"	""	"11.12.2003"	"18.02.2009"	
"0.540.13.1"	"Laborantin/e (Biologie) CFC"	""	"01.09.2007"	"27.07.2022"	
"0.540.13.2"	"Laborantin/e (Chimie) CFC"	""	"01.09.2007"	"27.07.2022"	
"0.540.13.4"	"Laborantin/e (Peinture et vernis) CFC"	""	"01.09.2007"	"27.07.2022"	
"0.540.13.3"	"Laborantin/e (Textile) CFC"	""	"01.09.2007"	"27.07.2022"	
"0.540.13.0"	"Laborantin/e CFC"	""	"18.12.2006"	"18.02.2009"	
"0.540.4.3"	"Laborantin/e dipl. (DF), abr. 2013"	""	"14.03.2013"	"04.09.2013"	
"0.540.13.5"	"Laborantin/e en biologie (CFC), abr. 2007"	""	"01.09.2007"	"18.02.2009"	
"0.540.13.6"	"Laborantin/e en chimie (CFC), abr. 2007"	""	"01.09.2007"	"18.02.2009"	
"0.540.13.7"	"Laborantin/e en textile (CFC), abr. 2007"	""	"01.09.2007"	"18.02.2009"	
"0.540.8.0"	"Laboriste (CFC), abr. 2015"	""	"05.11.1991"	"04.02.2015"	
"0.540.2.2"	"Microbiologiste"	""	"11.12.2003"	"18.02.2009"	
"0.540.16.1"	"Opérateur/trice en chimie (CFC), abr. 2005"	""	"31.10.2005"	"18.02.2009"	
"0.540.1.1"	"Ornithologue"	""	"11.12.2003"	"18.02.2009"	
"0.540.11.0"	"Responsable de la production chimique et pharmaceutique (DF)"	""	"16.12.2003"	"05.12.2024"	
"0.540.4.0"	"Technicien/ne de laboratoire en sciences naturelles (DF)"	""	"04.11.1991"	"04.09.2013"	
"0.540.21.0"	"Technicien/ne en production chimique et pharmaceutique (BF)"	""	"10.03.2021"	"10.05.2022"	
"0.540.11.1"	"Technologue en chimie dipl. (DF), abr. 2024"	""	"20.07.2022"	"05.12.2024"	
"0.540.16.3"	"Technologue en production chimique et pharmaceutique (domaine spécifique Biotechnologie) CFC"	""	"10.10.2025"	"10.10.2025"	
"0.540.16.2"	"Technologue en production chimique et pharmaceutique (domaine spécifique Production chimique) CFC"	""	"10.10.2025"	"10.10.2025"	
"0.540.16.4"	"Technologue en production chimique et pharmaceutique (domaine spécifique Production pharmaceutique) CFC"	""	"10.10.2025"	"10.10.2025"	
"0.540.16.0"	"Technologue en production chimique et pharmaceutique CFC"	""	"04.11.1991"	"18.02.2009"	
"0.540.1.0"	"Zoologiste (U)"	""	""	"15.10.2009"	
"0.540.1.3"	"Zoologue (U)"	""	"15.10.2009"	"15.10.2009"	
"0.550.0.0"	"Machines, métaux, électrotechnique, électronique, microtechnique"	""	"29.10.1991"	"12.03.2004"	
"0.550.1.0"	"Machines, métaux, électrotechnique, électronique, microtechnique (divers)"	""	"26.01.2011"	""	
"0.551.0.0"	"Technique de construction"	""	"29.10.1991"	"12.04.2000"	
"0.551.2.8"	"Constructeur/trice (CFC), abr. 2008"	""	"20.11.2008"	"02.12.2008"	
"0.551.2.1"	"Dessinateur/trice de machines (CFC), abr. 1998"	""	"11.12.2003"	"14.02.2006"	
"0.551.2.5"	"Dessinateur/trice technique (CFC), abr. 1998"	""	"11.12.2003"	"20.11.2008"	
"0.551.2.0"	"Dessinateur/trice-constructeur/trice industriel/le CFC"	""	"05.11.1991"	"20.11.2008"	
"0.551.4.0"	"Technique de construction (divers)"	""	"26.01.2011"	""	
"0.552.0.0"	"Fonderie"	""	"29.10.1991"	"29.10.1991"	
"0.552.2.1"	"Agent/e technique de fonderie (CFC), abr. 2003"	""	"08.01.2004"	"19.01.2005"	
"0.552.8.0"	"Fonderie (divers)"	""	"26.01.2011"	""	
"0.552.7.0"	"Fondeur/euse d'art"	""	"05.11.1991"	"14.03.2012"	
"0.552.4.1"	"Mouleur/euse de fonderie (Moules perdus) CFC"	""	"27.09.2005"	"15.01.2013"	
"0.552.4.2"	"Mouleur/euse de fonderie (Moules permanents) CFC"	""	"27.09.2005"	"15.01.2013"	
"0.552.4.0"	"Mouleur/euse de fonderie CFC"	""	"05.11.1991"	"15.01.2013"	
"0.552.2.4"	"Technologue de fonderie (Construction de modèles de fonderie profil B) CFC"	""	"23.01.2013"	"30.01.2013"	
"0.552.2.5"	"Technologue de fonderie (Construction de modèles de fonderie profil E) CFC"	""	"23.01.2013"	"30.01.2013"	
"0.552.2.8"	"Technologue de fonderie (Moules perdus profil B) CFC"	""	"24.01.2013"	"30.01.2013"	
"0.552.2.9"	"Technologue de fonderie (Moules perdus profil E) CFC"	""	"24.01.2013"	"30.01.2013"	
"0.552.2.6"	"Technologue de fonderie (Moules permanents profil B) CFC"	""	"24.01.2013"	"30.01.2013"	
"0.552.2.7"	"Technologue de fonderie (Moules permanents profil E) CFC"	""	"24.01.2013"	"30.01.2013"	
"0.552.2.0"	"Technologue de fonderie CFC"	""	"26.06.2003"	"24.01.2013"	
"0.553.0.0"	"Construction de machines"	""	"29.10.1991"	"12.04.2000"	
"0.553.15.0"	"Agent/e d'exploitation (CFC, règl. ct. ZH), abr. 2006"	""	""	"28.10.2013"	
"0.553.46.0"	"Agent/e de maintenance (BF)"	""	"08.10.2015"	"08.10.2015"	
"0.553.39.3"	"Agent/e technique des matières synthétiques (orientation Extrusion) CFC, abr. 2022"	""	"13.02.2008"	"24.12.2021"	
"0.553.39.5"	"Agent/e technique des matières synthétiques (orientation Fabrication de pièces composites) CFC, abr. 2022"	""	"13.02.2008"	"24.12.2021"	
"0.553.39.4"	"Agent/e technique des matières synthétiques (orientation Fabrication de produits plans) CFC, abr. 2022"	""	"13.02.2008"	"24.12.2021"	
"0.553.39.2"	"Agent/e technique des matières synthétiques (orientation Moulage par injection, Moulage par compression) CFC, abr. 2022"	""	"13.02.2008"	"24.12.2021"	
"0.553.39.6"	"Agent/e technique des matières synthétiques (orientation Traitement de produits semi-finis, Thermoformage) CFC, abr. 2022"	""	"13.02.2008"	"24.12.2021"	
"0.553.39.7"	"Agent/e technique des matières synthétiques CFC, abr. 2022"	""	"01.06.2021"	"24.12.2021"	
"0.553.36.2"	"Aide-constructeur/trice de machines (AFP, règl. ct.), abr. 2008"	""	"20.11.2008"	"28.10.2013"	
"0.553.37.0"	"Aide-mouleur/euse AFP"	""	"13.11.2008"	"20.11.2009"	
"0.553.1.7"	"Ajusteur/euse-monteur/euse (CFC), abr. 1998"	""	"11.12.2003"	"14.02.2006"	
"0.553.2.3"	"Chef/fe de production technique des matières synthétiques dipl. (DF), abr. 2021"	""	"06.07.2021"	"06.07.2021"	
"0.553.49.1"	"Chef/fe de service après vente dipl. (DF), abr. 2013"	""	"08.10.2015"	"08.10.2015"	
"0.553.49.0"	"Chef/fe de service technique après-vente dipl. (DF)"	""	"08.10.2015"	"08.10.2015"	
"0.553.1.5"	"Conducteur/trice de machines-outils (CFC), abr. 1998"	""	"11.12.2003"	"14.02.2006"	
"0.553.43.0"	"Construction de machines (divers)"	""	"26.01.2011"	""	
"0.553.17.0"	"Contremaître/esse d'industrie"	""	"05.11.1991"	"28.06.2018"	
"0.553.2.1"	"Contremaître/esse de l'industrie de la construction de machines et d'appareils (DF), abr. 2009"	""	"05.01.2010"	"10.02.2010"	
"0.553.8.1"	"Décolleteur/euse (CFC), abr. 2001"	""	"11.12.2003"	"20.11.2008"	
"0.553.2.0"	"Dirigeant/e de production industrielle dipl. (DF)"	""	"02.02.1994"	"13.10.2020"	
"0.553.18.0"	"Expert/e en production (BF)"	""	"04.03.2003"	"15.06.2012"	
"0.553.20.0"	"Ingénieur/e en sciences des matériaux (U)"	""	"05.11.1991"	"19.01.2005"	
"0.553.4.0"	"Ingénieur/e HES en génie mécanique"	""	"05.11.1991"	"09.03.2011"	
"0.553.4.3"	"Ingénieur/e HES en mécanique et d'exploitation"	""	"03.03.2005"	"03.03.2005"	
"0.553.33.0"	"Ingénieur/e HES en mécatronique"	""	"25.02.2005"	"28.01.2015"	
"0.553.16.0"	"Ingénieur/e mécanicien/ne (U)"	""	"05.11.1991"	"19.01.2005"	
"0.553.16.1"	"Ingénieur/e-acousticien/ne"	""	"11.12.2003"	"14.02.2006"	
"0.553.2.2"	"Maître dans l'industrie (DF), abr. 2020"	""	"08.07.2020"	"07.10.2020"	
"0.553.7.0"	"Maître mécanicien/ne (DF), abr. 2012"	""	"05.11.1991"	"23.02.2015"	
"0.553.1.6"	"Mécanicien/ne (CFC), abr. 1998"	""	"11.12.2003"	"14.02.2006"	
"0.553.1.11"	"Mécanicien/ne d'avions"	""	"17.10.2012"	"25.04.2017"	
"0.553.1.8"	"Mécanicien/ne de machines (CFC), abr. 1998"	""	"11.12.2003"	"14.02.2006"	
"0.553.1.1"	"Mécanicien/ne de précision (CFC), abr. 1998"	""	"11.12.2003"	"14.02.2006"	
"0.553.8.0"	"Mécanicien/ne de production CFC"	""	"21.10.1999"	"20.11.2008"	
"0.553.1.3"	"Mécanicien/ne-décolleteur/euse (CFC), abr. 1998"	""	"11.12.2003"	"14.02.2006"	
"0.553.8.4"	"Mécapraticien/ne (orientation Décolletage) (CFC), abr. 2008"	""	"27.09.2005"	"16.01.2014"	
"0.553.8.2"	"Mécapraticien/ne (orientation Fabrication mécanique) (CFC), abr. 2008"	""	"27.09.2005"	"16.01.2014"	
"0.553.8.6"	"Mécapraticien/ne (orientation Service de maintenance) (CFC), abr. 2008"	""	"27.09.2005"	"16.01.2014"	
"0.553.8.5"	"Mécapraticien/ne (orientation Technique de montage) (CFC), abr. 2008"	""	"27.09.2005"	"16.01.2014"	
"0.553.8.3"	"Mécapraticien/ne (orientation Téchnique sur métal) (CFC), abr. 2008"	""	"27.09.2005"	"16.01.2014"	
"0.553.38.1"	"Modeleur/euse de fonderie (CFC), abr. 1998"	""	"13.11.2008"	"19.08.2010"	
"0.553.38.2"	"Modeleur/euse technique (CFC), abr. 2009"	""	"20.11.2009"	"29.04.2010"	
"0.553.1.12"	"Monteur/euse d'ascenseurs"	""	"17.10.2012"	"31.10.2012"	
"0.553.38.0"	"Mouleur/euse CFC"	""	"13.11.2008"	"11.07.2011"	
"0.553.45.0"	"Opérateur/trice de machines"	""	"08.10.2015"	"08.10.2015"	
"0.553.44.0"	"Opérateur/trice de machines automatisées CFC"	""	"29.09.2015"	"27.10.2015"	
"0.553.1.2"	"Opérateur/trice sur machines de câblerie (CFC), abr. 1998"	""	"11.12.2003"	"14.02.2006"	
"0.553.1.4"	"Outilleur/euse (CFC), abr. 1998"	""	"11.12.2003"	"14.02.2006"	
"0.553.1.0"	"Polymécanicien/ne CFC"	""	"21.10.1999"	"20.11.2008"	
"0.553.42.1"	"Praticien/ne des matières synthétiques AFP, abr. 2022"	""	"01.06.2021"	"24.12.2021"	
"0.553.42.0"	"Praticien/ne en matières plastiques AFP"	""	"26.05.2008"	"24.12.2021"	
"0.553.36.0"	"Praticien/ne en mécanique AFP"	""	"18.12.2006"	"20.11.2008"	
"0.553.50.0"	"Spécialiste de service technique après-vente (BF)"	""	"18.05.2016"	"01.07.2016"	
"0.553.11.6"	"Technicien/ne dipl. ES de production, abr."	""	"17.08.2011"	"26.05.2020"	
"0.553.11.3"	"Technicien/ne dipl. ES des matières synthétiques, abr."	""	"17.08.2011"	"23.04.2020"	
"0.553.11.5"	"Technicien/ne dipl. ES en aéronautique, abr."	""	"17.08.2011"	"23.04.2020"	
"0.553.11.4"	"Technicien/ne dipl. ES en automobile, abr."	""	"17.08.2011"	"23.04.2020"	
"0.553.11.0"	"Technicien/ne dipl. ES en génie mécanique"	""	"05.11.1991"	"25.10.2022"	
"0.553.11.11"	"Technicien/ne dipl. ES en génie mécanique (spécialisation Aviation), abr. 2022"	""	"17.08.2011"	"07.12.2022"	
"0.553.11.7"	"Technicien/ne dipl. ES en génie mécanique (spécialisation Construction), abr. 2022"	""	"17.08.2011"	"07.12.2022"	
"0.553.11.9"	"Technicien/ne dipl. ES en génie mécanique (spécialisation Matière plastique), abr. 2022"	""	"17.08.2011"	"07.12.2022"	
"0.553.11.8"	"Technicien/ne dipl. ES en génie mécanique (spécialisation Productique), abr. 2022"	""	"17.08.2011"	"07.12.2022"	
"0.553.11.10"	"Technicien/ne dipl. ES en génie mécanique (spécialisation Technique automobile), abr. 2022"	""	"17.08.2011"	"07.12.2022"	
"0.553.11.2"	"Technicien/ne dipl. ES en productique, abr."	""	"17.08.2011"	"23.04.2020"	
"0.553.11.1"	"Technicien/ne dipl. ES en technique de construction, abr."	""	"11.12.2003"	"23.04.2020"	
"0.553.51.0"	"Technicien/ne ES en assistance à la clientèle, dipl., abr."	""	"20.09.2021"	"20.09.2021"	
"0.553.39.0"	"Technologue en matières plastiques CFC"	""	"05.11.1991"	"24.12.2021"	
"0.554.0.0"	"Construction métallique"	""	"29.10.1991"	"16.11.2001"	
"0.554.24.0"	"Aide-constructeur/trice métallique AFP"	""	"15.06.2006"	"16.08.2012"	
"0.554.4.1"	"Chef/fe d'atelier constructeur/trice métallique (BF), abr. 2007"	""	"22.08.2007"	"23.02.2015"	
"0.554.4.2"	"Chef/fe d'atelier et de montage en construction métallique (BF), abr. 2025"	""	"02.04.2024"	"24.01.2025"	
"0.554.4.0"	"Chef/fe de production et de montage en construction métallique (BF)"	""	"05.11.1991"	"24.01.2025"	
"0.554.9.0"	"Chef/fe de projet en construction métallique (BF)"	""	"02.09.1996"	"24.01.2025"	
"0.554.7.0"	"Chef/fe de projets constructeur/trice sur métal (DF)"	""	"10.03.1997"	"23.02.2015"	
"0.554.2.0"	"Constructeur/trice d'appareils industriels CFC"	""	"22.08.2002"	"22.11.2012"	
"0.554.5.5"	"Constructeur/trice métallique (Charpente métallique) CFC"	""	"17.07.2008"	"08.11.2023"	
"0.554.5.2"	"Constructeur/trice métallique (Construction métallique) CFC"	""	"21.09.2006"	"08.11.2023"	
"0.554.5.8"	"Constructeur/trice métallique (orientation Charpente métallique) CFC, abr. 2024"	""	"10.03.2023"	"08.11.2023"	
